algorithm_name,suite,function_id,run_id,seed,maxFEs,used_FEs,fe_control_mode,status,error_message
BBO,cec2017,1,1,20260314,3000,3000,exact_derived_iteration_from_maxFEs,completed,""
BBO,cec2017,1,2,20260315,3000,3000,exact_derived_iteration_from_maxFEs,completed,""
BBO,cec2017,1,3,20260316,3000,3000,exact_derived_iteration_from_maxFEs,completed,""
BBO,cec2017,1,4,20260317,3000,3000,exact_derived_iteration_from_maxFEs,completed,""
BBO,cec2017,1,5,20260318,3000,3000,exact_derived_iteration_from_maxFEs,completed,""
SBO,cec2017,1,1,20261314,3000,3000,exact_fes_parameter,completed,""
SBO,cec2017,1,2,20261315,3000,3000,exact_fes_parameter,completed,""
SBO,cec2017,1,3,20261316,3000,3000,exact_fes_parameter,completed,""
SBO,cec2017,1,4,20261317,3000,3000,exact_fes_parameter,completed,""
SBO,cec2017,1,5,20261318,3000,3000,exact_fes_parameter,completed,""
HGS,cec2017,1,1,20262314,3000,2970,exact_derived_iteration_from_maxFEs,completed,""
HGS,cec2017,1,2,20262315,3000,2970,exact_derived_iteration_from_maxFEs,completed,""
HGS,cec2017,1,3,20262316,3000,2970,exact_derived_iteration_from_maxFEs,completed,""
HGS,cec2017,1,4,20262317,3000,2970,exact_derived_iteration_from_maxFEs,completed,""
HGS,cec2017,1,5,20262318,3000,2970,exact_derived_iteration_from_maxFEs,completed,""
SMA,cec2017,1,1,20263314,3000,2970,exact_derived_iteration_from_maxFEs,completed,""
SMA,cec2017,1,2,20263315,3000,2970,exact_derived_iteration_from_maxFEs,completed,""
SMA,cec2017,1,3,20263316,3000,2970,exact_derived_iteration_from_maxFEs,completed,""
SMA,cec2017,1,4,20263317,3000,2970,exact_derived_iteration_from_maxFEs,completed,""
SMA,cec2017,1,5,20263318,3000,2970,exact_derived_iteration_from_maxFEs,completed,""
HHO,cec2017,1,1,20264314,3000,3000,exact_derived_iteration_from_maxFEs_with_hard_stop,stopped_at_budget,"Reached maxFEs=3000, objective evaluation is stopped."
HHO,cec2017,1,2,20264315,3000,3000,exact_derived_iteration_from_maxFEs_with_hard_stop,stopped_at_budget,"Reached maxFEs=3000, objective evaluation is stopped."
HHO,cec2017,1,3,20264316,3000,3000,exact_derived_iteration_from_maxFEs_with_hard_stop,stopped_at_budget,"Reached maxFEs=3000, objective evaluation is stopped."
HHO,cec2017,1,4,20264317,3000,3000,exact_derived_iteration_from_maxFEs_with_hard_stop,stopped_at_budget,"Reached maxFEs=3000, objective evaluation is stopped."
